3.424372728295591576e-05,1.679899421281009012e-02,3.408718452966240375e-02,5.522534818532705281e-02,8.169574937505197365e-04,8.150007093343509049e-03,1.693596912194191353e-02,1.536075766692593988e-03,4.267257615560349909e-02,8.218494547909420325e-04,1.254298810764271042e-02,6.922124872197517320e-02,2.257640020154879495e-02,2.227358781314665581e-01,2.054623636977355081e-04,2.078594246075424201e-02,9.783922080844547844e-06,8.715028593512280652e-02,1.018799806278342795e-01,1.368770699110152256e-01,1.228860613354075190e-02,2.200404075981939045e-02,1.046879662650366735e-02,2.103543247381577770e-04,2.633831824163352514e-02,1.873621078481730890e-03,7.575201671093891032e-02
9.322083212103578209e-02,6.662787314518475376e-03,8.728542333430317477e-05,4.655222577829502655e-04,3.278149549025312637e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.909514111143439159e-05,2.944428280477160223e-02,5.062554553389583649e-03,0.000000000000000000e+00,1.050625545533895866e-01,2.007564736688973155e-03,2.327611288914751327e-04,1.179517020657550180e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.749199883619435236e-02,1.379109688681990145e-02,7.331975560081466572e-03,1.524876345650276466e-01,1.338376491125981959e-03,5.819028222286878318e-04,0.000000000000000000e+00,7.352342158859470622e-02,0.000000000000000000e+00,5.411696246726796673e-03
1.101732636541980642e-01,0.000000000000000000e+00,1.696368222357770572e-02,1.483703984569478471e-04,2.150546497634316379e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.843749484825005225e-01,4.197233716348769406e-02,0.000000000000000000e+00,4.320875715062892641e-02,3.269094446001417908e-02,3.297119965709952158e-05,0.000000000000000000e+00,2.097627722184671750e-01,0.000000000000000000e+00,1.928815179940322148e-03,3.391087884732685992e-02,1.582617583540777036e-03,6.549728811882819801e-02,2.771229331179215008e-02,0.000000000000000000e+00,1.153991987998483391e-04,0.000000000000000000e+00,5.110535946850426441e-03,8.242799914274880394e-05,9.677047099358709881e-03
2.051787245968187193e-02,1.019099625480887633e-04,8.492496879007397617e-05,1.099778345831457955e-02,1.161858498017002000e-01,7.218622347156287500e-04,3.677251148610203007e-03,4.246248439503698402e-04,6.551112092466306047e-02,2.004229263445745854e-03,5.859822846515103448e-04,1.050521863933214992e-02,2.666644020008322822e-03,2.462824094912145160e-03,4.440726618032967560e-02,3.396998751602958776e-05,3.821623595553328453e-04,3.031821385805640728e-02,1.888731305891245063e-02,3.991473533133476324e-04,9.290791585634092936e-03,2.717599001282367237e-03,3.736698626763254789e-04,0.000000000000000000e+00,1.001265382034972028e-02,1.698499375801479388e-05,6.467121298332922930e-01
4.244430103954354577e-02,7.347726357891777799e-04,1.681032004140283961e-02,9.103513491064525731e-02,2.559883969816818122e-02,1.002165981943761199e-02,6.858942821910280971e-03,2.280989834580316941e-03,1.103436819137313014e-02,2.715464088786091442e-04,8.753378356792813203e-04,3.296253937422928548e-02,2.263738650957440590e-02,8.421452805234136418e-02,5.149797777791976020e-03,1.086185635514436663e-02,7.794979266633016287e-04,1.391212119275961334e-01,6.235983413306413203e-02,2.450945939901987697e-02,9.967350537661888790e-04,1.747161541361310147e-02,1.015903035569384882e-02,9.954571883126425019e-03,1.201512992696998974e-02,6.037914268006721761e-04,3.582368012471967011e-01
7.070651475957216714e-02,4.953492212009466284e-04,0.000000000000000000e+00,0.000000000000000000e+00,8.424606013906470181e-02,5.175482048177298261e-02,0.000000000000000000e+00,5.503880235566074327e-05,8.523675858146660678e-02,0.000000000000000000e+00,1.284238721632083942e-04,2.218063734933127876e-02,3.669253490377382884e-05,9.173133725943456533e-05,1.465866769405764491e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.033628708239308774e-01,2.733593850331149985e-03,3.940778248665308819e-02,3.362870823930871195e-02,0.000000000000000000e+00,4.953492212009466284e-04,0.000000000000000000e+00,1.522740198506613782e-03,0.000000000000000000e+00,3.573302511604014020e-01
6.651083305505903209e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.250014732169165099e-04,1.149698481604431444e-01,0.000000000000000000e+00,8.741087037655423733e-03,1.165609224302186220e-01,4.891080162643147294e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.887505156259207589e-02,3.535720599501070757e-04,1.818931819521106205e-02,6.103046612583237079e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.293759453141880927e-02,1.689288730872733763e-02,3.339291677306566609e-03,2.441611502877683720e-02,0.000000000000000000e+00,3.535720599501070757e-04,0.000000000000000000e+00,1.866074760847787235e-03,3.928578443890078618e-05,4.351882771219234280e-01
1.640703819361037652e-01,3.723276483305308507e-04,3.723276483305308507e-04,3.603170790295460090e-04,4.505644967571462711e-01,4.083593562334854842e-04,6.005284650492433541e-06,3.603170790295459955e-05,1.555729041556569714e-01,0.000000000000000000e+00,5.705020417967811720e-04,9.007926975738649684e-04,2.263992313235647317e-03,6.966130194571222263e-04,8.223036271919288709e-02,2.402113860196973416e-05,0.000000000000000000e+00,7.650732644727360407e-03,9.188085515253423393e-04,2.503002642325246122e-02,9.596444871486907793e-03,2.402113860196973416e-05,2.161902474177276109e-04,0.000000000000000000e+00,5.344703338938265602e-03,0.000000000000000000e+00,9.276963728080711569e-02
1.670518590601305711e-02,7.541661598345700095e-03,4.888178358559090719e-02,4.986648594482191027e-02,4.877172861602979692e-02,2.150126563214995248e-02,2.474499105079326633e-02,2.896183409502956903e-05,1.366998569285395645e-03,0.000000000000000000e+00,7.570623432440729342e-03,4.776385678952276698e-02,5.685787269536204946e-02,2.791051951737999470e-01,4.233061671329522296e-02,4.778702625679878691e-03,1.563939041131596694e-04,3.420971843304893012e-02,1.259723935797406047e-01,1.233136972098168999e-01,7.240458523757392021e-04,1.963033114961104317e-02,2.316946727602365523e-05,1.679786377511714984e-03,5.792366819005913807e-06,3.429081156851501028e-03,3.303966033560973292e-02
3.822937625754527224e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.915492957746478819e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.426559356136820604e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.881287726358148782e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.760563380281689905e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.609657947686116662e-03
